"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Database","Contrast"
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","1/117","49/7119",0.0204081632653061,1.24175824175824,0.219497961424074,0.55726049915578,0.940187473723539,0.940187473723539,"3817",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","2/117","114/7119",0.0175438596491228,1.06747638326586,0.09387739323453,0.562786786206939,0.940187473723539,0.940187473723539,"1644/59345",2,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cell motility","hsa04814","Motor proteins","3/117","178/7119",0.0168539325842697,1.02549697493518,0.0445295704190923,0.564319810099828,0.940187473723539,0.940187473723539,"113457/112714/22989",3,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","1/117","52/7119",0.0192307692307692,1.17011834319527,0.159146151194173,0.578882183156141,0.940187473723539,0.940187473723539,"6611",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04730","Long-term depression","1/117","53/7119",0.0188679245283019,1.14804063860668,0.139827610981951,0.585854135125963,0.940187473723539,0.940187473723539,"3480",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","1/117","53/7119",0.0188679245283019,1.14804063860668,0.139827610981951,0.585854135125963,0.940187473723539,0.940187473723539,"8913",1,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","1/117","54/7119",0.0185185185185185,1.12678062678063,0.120880030476686,0.592711631048729,0.940187473723539,0.940187473723539,"7367",1,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","1/117","54/7119",0.0185185185185185,1.12678062678063,0.120880030476686,0.592711631048729,0.940187473723539,0.940187473723539,"6610",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","1/117","56/7119",0.0178571428571429,1.08653846153846,0.0840367890223601,0.606090676885282,0.940187473723539,0.940187473723539,"5734",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","1/117","57/7119",0.0175438596491228,1.06747638326586,0.0661129044822625,0.612615863180684,0.940187473723539,0.940187473723539,"3480",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","1/117","57/7119",0.0175438596491228,1.06747638326586,0.0661129044822625,0.612615863180684,0.940187473723539,0.940187473723539,"1644",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","3/117","192/7119",0.015625,0.950721153846154,-0.0894745289057357,0.616095559514544,0.940187473723539,0.940187473723539,"59345/5734/7852",3,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","1/117","58/7119",0.0172413793103448,1.04907161803714,0.0485033950638562,0.619033867146679,0.940187473723539,0.940187473723539,"8913",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","1/117","58/7119",0.0172413793103448,1.04907161803714,0.0485033950638562,0.619033867146679,0.940187473723539,0.940187473723539,"7367",1,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","1/117","59/7119",0.0169491525423729,1.03129074315515,0.0311961070923217,0.625346434423812,0.940187473723539,0.940187473723539,"80168",1,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","1/117","59/7119",0.0169491525423729,1.03129074315515,0.0311961070923217,0.625346434423812,0.940187473723539,0.940187473723539,"84441",1,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","1/117","60/7119",0.0166666666666667,1.01410256410256,0.0141795675603088,0.631555282465231,0.940187473723539,0.940187473723539,"51166",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","1/117","61/7119",0.0163934426229508,0.997477931904161,-0.00255706500294691,0.637662100987907,0.940187473723539,0.940187473723539,"715",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","1/117","61/7119",0.0163934426229508,0.997477931904161,-0.00255706500294691,0.637662100987907,0.940187473723539,0.940187473723539,"3480",1,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","2/117","131/7119",0.0152671755725191,0.928948913681738,-0.106093992145825,0.638864833438544,0.940187473723539,0.940187473723539,"3480/3626",2,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","2/117","132/7119",0.0151515151515152,0.921911421911422,-0.117055002430818,0.643003863877467,0.940187473723539,0.940187473723539,"113457/112714",2,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","2/117","132/7119",0.0151515151515152,0.921911421911422,-0.117055002430818,0.643003863877467,0.940187473723539,0.940187473723539,"29119/1496",2,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","1/117","62/7119",0.0161290322580645,0.981389578163772,-0.0190240453595111,0.643668552416699,0.940187473723539,0.940187473723539,"2181",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","1/117","63/7119",0.0158730158730159,0.965811965811966,-0.0352310825281445,0.649576272321367,0.940187473723539,0.940187473723539,"1687",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","1/117","63/7119",0.0158730158730159,0.965811965811966,-0.0352310825281445,0.649576272321367,0.940187473723539,0.940187473723539,"10451",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","2/117","136/7119",0.0147058823529412,0.894796380090498,-0.160117937106472,0.659190413929112,0.940187473723539,0.940187473723539,"57118/27092",2,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","3/117","206/7119",0.0145631067961165,0.886109036594473,-0.214412681329004,0.663627917239036,0.940187473723539,0.940187473723539,"57118/8913/7852",3,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","3/117","208/7119",0.0144230769230769,0.87758875739645,-0.231602582117955,0.670063499648627,0.940187473723539,0.940187473723539,"10788/10451/7852",3,"KEGG","Bica_vs_Control_DHT"
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","2/117","140/7119",0.0142857142857143,0.869230769230769,-0.201991854848386,0.674790633672075,0.940187473723539,0.940187473723539,"26232/8916",2,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","1/117","68/7119",0.0147058823529412,0.894796380090498,-0.112673206039687,0.677689317687614,0.940187473723539,0.940187473723539,"23025",1,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","3/117","212/7119",0.0141509433962264,0.861030478955007,-0.265523908771439,0.682667376988406,0.940187473723539,0.940187473723539,"5320/3480/59345",3,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","1/117","69/7119",0.0144927536231884,0.881828316610925,-0.127498266076693,0.683037544865397,0.940187473723539,0.940187473723539,"2026",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","1/117","70/7119",0.0142857142857143,0.869230769230769,-0.142118856115447,0.688297772844227,0.940187473723539,0.940187473723539,"10451",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","1/117","70/7119",0.0142857142857143,0.869230769230769,-0.142118856115447,0.688297772844227,0.940187473723539,0.940187473723539,"59345",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","1/117","70/7119",0.0142857142857143,0.869230769230769,-0.142118856115447,0.688297772844227,0.940187473723539,0.940187473723539,"59345",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","1/117","71/7119",0.0140845070422535,0.856988082340195,-0.156541440656499,0.693471437275667,0.940187473723539,0.940187473723539,"27092",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","2/117","148/7119",0.0135135135135135,0.822245322245322,-0.282465378370277,0.704265212420413,0.940187473723539,0.940187473723539,"84168/2633",2,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","2/117","149/7119",0.0134228187919463,0.81672689726381,-0.2922377711921,0.707790692615407,0.940187473723539,0.940187473723539,"2887/3480",2,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","1/117","75/7119",0.0133333333333333,0.811282051282051,-0.212370913357724,0.713328367588781,0.940187473723539,0.940187473723539,"23007",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","1/117","75/7119",0.0133333333333333,0.811282051282051,-0.212370913357724,0.713328367588781,0.940187473723539,0.940187473723539,"3480",1,"KEGG","Bica_vs_Control_DHT"
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","1/117","75/7119",0.0133333333333333,0.811282051282051,-0.212370913357724,0.713328367588781,0.940187473723539,0.940187473723539,"2026",1,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","1/117","75/7119",0.0133333333333333,0.811282051282051,-0.212370913357724,0.713328367588781,0.940187473723539,0.940187473723539,"3486",1,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","2/117","155/7119",0.0129032258064516,0.785111662531017,-0.349631201973848,0.728220393557792,0.940187473723539,0.940187473723539,"113457/112714",2,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","4/117","298/7119",0.0134228187919463,0.81672689726381,-0.417776213246721,0.728506099048951,0.940187473723539,0.940187473723539,"3915/3912/5734/84441",4,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","4/117","300/7119",0.0133333333333333,0.811282051282051,-0.431692356290882,0.73335478817811,0.940187473723539,0.940187473723539,"3915/3480/59345/3912",4,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","2/117","158/7119",0.0126582278481013,0.770204479065238,-0.377567979145965,0.737978812765974,0.940187473723539,0.940187473723539,"6604/3480",2,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","2/117","159/7119",0.0125786163522013,0.765360425737784,-0.386772932985258,0.741165308778683,0.940187473723539,0.940187473723539,"8970/8332",2,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","1/117","82/7119",0.0121951219512195,0.74202626641651,-0.303703298867057,0.745056631645775,0.940187473723539,0.940187473723539,"85301",1,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","1/117","83/7119",0.0120481927710843,0.733086190917516,-0.316160815676989,0.749295422905892,0.940187473723539,0.940187473723539,"10718",1,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","1/117","84/7119",0.0119047619047619,0.724358974358974,-0.328482561654565,0.75346433073989,0.940187473723539,0.940187473723539,"3614",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","1/117","84/7119",0.0119047619047619,0.724358974358974,-0.328482561654565,0.75346433073989,0.940187473723539,0.940187473723539,"3480",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","1/117","84/7119",0.0119047619047619,0.724358974358974,-0.328482561654565,0.75346433073989,0.940187473723539,0.940187473723539,"27092",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","2/117","163/7119",0.0122699386503067,0.746578574799434,-0.423075828919597,0.753585213092593,0.940187473723539,0.940187473723539,"64422/59345",2,"KEGG","Bica_vs_Control_DHT"
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","2/117","164/7119",0.0121951219512195,0.74202626641651,-0.432025832250665,0.756609719251636,0.940187473723539,0.940187473723539,"258010/26232",2,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","1/117","85/7119",0.0117647058823529,0.715837104072398,-0.340672062953834,0.757564497520762,0.940187473723539,0.940187473723539,"5320",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","1/117","87/7119",0.0114942528735632,0.699381078691424,-0.364667766314763,0.765563085140406,0.940187473723539,0.940187473723539,"9466",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","1/117","88/7119",0.0113636363636364,0.691433566433566,-0.376480370762506,0.769463699338156,0.940187473723539,0.940187473723539,"27092",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","3/117","244/7119",0.0122950819672131,0.748108448928121,-0.517527023473976,0.77087310330769,0.940187473723539,0.940187473723539,"3915/113457/112714",3,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","1/117","90/7119",0.0111111111111111,0.676068376068376,-0.39975021019361,0.777072919199116,0.940187473723539,0.940187473723539,"83988",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","1/117","91/7119",0.010989010989011,0.668639053254438,-0.411213166396788,0.780783613245738,0.940187473723539,0.940187473723539,"10451",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","2/117","177/7119",0.0112994350282486,0.687527162103433,-0.544148541831466,0.793118055306083,0.940187473723539,0.940187473723539,"6585/7852",2,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","2/117","178/7119",0.0112359550561798,0.683664649956785,-0.552468568589415,0.795718035365245,0.940187473723539,0.940187473723539,"10257/10451",2,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","2/117","180/7119",0.0111111111111111,0.676068376068376,-0.568986584172832,0.800832330569839,0.940187473723539,0.940187473723539,"9619/10451",2,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","1/117","98/7119",0.0102040816326531,0.620879120879121,-0.488486002488565,0.805098575545086,0.940187473723539,0.940187473723539,"5320",1,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","2/117","183/7119",0.0109289617486339,0.664985287936108,-0.593465874901338,0.808293047618632,0.940187473723539,0.940187473723539,"3480/10451",2,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","2/117","183/7119",0.0109289617486339,0.664985287936108,-0.593465874901338,0.808293047618632,0.940187473723539,0.940187473723539,"3480/10451",2,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","1/117","102/7119",0.00980392156862745,0.596530920060332,-0.530512321414565,0.817771642710678,0.940187473723539,0.940187473723539,"3480",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","2/117","187/7119",0.0106951871657754,0.65076100370218,-0.62556886743561,0.817856952430447,0.940187473723539,0.940187473723539,"113457/112714",2,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","2/117","188/7119",0.0106382978723404,0.647299509001637,-0.633501881324071,0.820180937176708,0.940187473723539,0.940187473723539,"59345/7852",2,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","1/117","103/7119",0.00970873786407767,0.590739357729649,-0.540797497332476,0.820810080476511,0.940187473723539,0.940187473723539,"59345",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","2/117","190/7119",0.0105263157894737,0.640485829959514,-0.649259632833099,0.824750120419342,0.940187473723539,0.940187473723539,"85414/90427",2,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","1/117","106/7119",0.00943396226415094,0.574020319303338,-0.571150769637077,0.829627256011031,0.940187473723539,0.940187473723539,"10451",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","1/117","106/7119",0.00943396226415094,0.574020319303338,-0.571150769637077,0.829627256011031,0.940187473723539,0.940187473723539,"27347",1,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","3/117","274/7119",0.0109489051094891,0.666198764738911,-0.728345370576778,0.834547723797149,0.940187473723539,0.940187473723539,"3480/8913/27092",3,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","2/117","195/7119",0.0102564102564103,0.624063116370809,-0.688041418494539,0.835724138418515,0.940187473723539,0.940187473723539,"715/7113",2,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","1/117","109/7119",0.0091743119266055,0.558221594918843,-0.600785707569694,0.838014102277473,0.940187473723539,0.940187473723539,"2026",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","1/117","109/7119",0.0091743119266055,0.558221594918843,-0.600785707569694,0.838014102277473,0.940187473723539,0.940187473723539,"3486",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","3/117","279/7119",0.010752688172043,0.654259718775848,-0.761526290354865,0.843553771167768,0.940187473723539,0.940187473723539,"113457/112714/7052",3,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","1/117","116/7119",0.00862068965517241,0.524535809018568,-0.667368363386093,0.856025050873728,0.940187473723539,0.940187473723539,"59345",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","1/117","116/7119",0.00862068965517241,0.524535809018568,-0.667368363386093,0.856025050873728,0.940187473723539,0.940187473723539,"59345",1,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","1/117","118/7119",0.00847457627118644,0.515645371577575,-0.685780747234036,0.860796016312898,0.940187473723539,0.940187473723539,"3614",1,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","1/117","121/7119",0.00826446280991736,0.502860775588048,-0.71292626682584,0.867660084733071,0.940187473723539,0.940187473723539,"6610",1,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/117","121/7119",0.00826446280991736,0.502860775588048,-0.71292626682584,0.867660084733071,0.940187473723539,0.940187473723539,"9466",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","2/117","212/7119",0.00943396226415094,0.574020319303338,-0.813903574145352,0.86857445434892,0.940187473723539,0.940187473723539,"6604/2181",2,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","1/117","126/7119",0.00793650793650794,0.482905982905983,-0.756979103367147,0.878362245582669,0.940187473723539,0.940187473723539,"3480",1,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","1/117","127/7119",0.0078740157480315,0.479103573591763,-0.765620226201154,0.880397368886949,0.940187473723539,0.940187473723539,"59345",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","1/117","127/7119",0.0078740157480315,0.479103573591763,-0.765620226201154,0.880397368886949,0.940187473723539,0.940187473723539,"4880",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","1/117","128/7119",0.0078125,0.475360576923077,-0.774207055841269,0.882398728703915,0.940187473723539,0.940187473723539,"27092",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","1/117","128/7119",0.0078125,0.475360576923077,-0.774207055841269,0.882398728703915,0.940187473723539,0.940187473723539,"3480",1,"KEGG","Bica_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","1/117","129/7119",0.00775193798449612,0.471675611210495,-0.782740483227621,0.884366880433516,0.940187473723539,0.940187473723539,"2194",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","1/117","130/7119",0.00769230769230769,0.468047337278107,-0.791221377242124,0.886302370417676,0.940187473723539,0.940187473723539,"10451",1,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","1/117","133/7119",0.0075187969924812,0.45748987854251,-0.816357231943641,0.891918200505483,0.940187473723539,0.940187473723539,"8332",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","1/117","136/7119",0.00735294117647059,0.447398190045249,-0.841049594371094,0.897258903922526,0.940187473723539,0.940187473723539,"8913",1,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","1/117","142/7119",0.00704225352112676,0.428494041170097,-0.88918359818781,0.907167759666375,0.940187473723539,0.940187473723539,"5734",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","2/117","238/7119",0.00840336134453781,0.51131221719457,-0.991185752776778,0.907385970186257,0.940187473723539,0.940187473723539,"113457/112714",2,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","1/117","143/7119",0.00699300699300699,0.425497579343733,-0.897051785963406,0.908724499256319,0.940187473723539,0.940187473723539,"4880",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","1/117","143/7119",0.00699300699300699,0.425497579343733,-0.897051785963406,0.908724499256319,0.940187473723539,0.940187473723539,"7113",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","2/117","243/7119",0.00823045267489712,0.500791389680279,-1.02347712312419,0.913510252222271,0.940187473723539,0.940187473723539,"113457/112714",2,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","1/117","147/7119",0.00680272108843537,0.413919413919414,-0.928107288560997,0.914696829299372,0.940187473723539,0.940187473723539,"9902",1,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","2/117","245/7119",0.00816326530612245,0.496703296703297,-1.03624687403228,0.915852942576372,0.940187473723539,0.940187473723539,"3480/7852",2,"KEGG","Bica_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","1/117","148/7119",0.00675675675675676,0.411122661122661,-0.935769806121416,0.916128336897188,0.940187473723539,0.940187473723539,"7367",1,"KEGG","Bica_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","1/117","151/7119",0.00662251655629139,0.402954661232807,-0.958523101254495,0.920281500493928,0.940187473723539,0.940187473723539,"3486",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","3/117","337/7119",0.00890207715133531,0.541657155900479,-1.11426216061561,0.920761999817469,0.940187473723539,0.940187473723539,"113457/10718/112714",3,"KEGG","Bica_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","1/117","153/7119",0.0065359477124183,0.397687280040221,-0.973502082222537,0.922936327416685,0.940187473723539,0.940187473723539,"4920",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","1/117","183/7119",0.00546448087431694,0.332492643968054,-1.18246400168548,0.953687739887325,0.96699501067645,0.96699501067645,"7367",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","1/117","191/7119",0.00523560209424084,0.318566250503423,-1.23394912045692,0.95958349826627,0.968468530657624,0.968468530657624,"8970",1,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","2/117","351/7119",0.0056980056980057,0.346701731317116,-1.62254129951261,0.981598009410273,0.986121502541196,0.986121502541195,"113457/112714",2,"KEGG","Bica_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","2/117","432/7119",0.00462962962962963,0.281695156695157,-1.99111285407012,0.994615914307087,0.994615914307087,0.994615914307088,"113457/112714",2,"KEGG","Bica_vs_Control_DHT"
