"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Database","Contrast","category","subcategory"
"WP_TYPE_II_INTERFERON_SIGNALING","WP_TYPE_II_INTERFERON_SIGNALING","1/124","30/7868",0.0333333333333333,2.11505376344086,0.774259514933838,0.379639199970688,0.638271067328185,0.612649124393512,"2633",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_METABOLIC_EPILEPTIC_DISORDERS","WP_METABOLIC_EPILEPTIC_DISORDERS","2/124","84/7868",0.0238095238095238,1.51075268817204,0.595499821976369,0.383091043017931,0.638271067328185,0.612649124393512,"2026/51166",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY","WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY","2/124","85/7868",0.0235294117647059,1.49297912713472,0.578225479146408,0.388707959588587,0.638271067328185,0.612649124393512,"5320/3480",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PI3KAKTMTOR_SIGNALING_AND_THERAPEUTIC_OPPORTUNITIES_IN_PROSTATE_CANCER","WP_PI3KAKTMTOR_SIGNALING_AND_THERAPEUTIC_OPPORTUNITIES_IN_PROSTATE_CANCER","1/124","31/7868",0.032258064516129,2.0468262226847,0.738946951997165,0.389453532607028,0.638271067328185,0.612649124393512,"2887",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY","WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY","1/124","31/7868",0.032258064516129,2.0468262226847,0.738946951997165,0.389453532607028,0.638271067328185,0.612649124393512,"4604",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1","WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1","1/124","31/7868",0.032258064516129,2.0468262226847,0.738946951997165,0.389453532607028,0.638271067328185,0.612649124393512,"6604",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_FATTY_ACID_BETAOXIDATION","WP_FATTY_ACID_BETAOXIDATION","1/124","32/7868",0.03125,1.98286290322581,0.704942126979304,0.399113831440348,0.650489393783993,0.624376973872949,"2181",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ANDROGEN_RECEPTOR_SIGNALING","WP_ANDROGEN_RECEPTOR_SIGNALING","2/124","90/7868",0.0222222222222222,1.41003584229391,0.495041778195778,0.416445653863993,0.666307930886116,0.639560511715844,"90427/354",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_FLUOROPYRIMIDINE_ACTIVITY","WP_FLUOROPYRIMIDINE_ACTIVITY","1/124","34/7868",0.0294117647058824,1.86622390891841,0.640487394970753,0.417981883374201,0.666307930886116,0.639560511715844,"10257",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY","WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY","1/124","34/7868",0.0294117647058824,1.86622390891841,0.640487394970753,0.417981883374201,0.666307930886116,0.639560511715844,"5583",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PANCREATIC_CANCER_SUBTYPES","WP_PANCREATIC_CANCER_SUBTYPES","1/124","34/7868",0.0294117647058824,1.86622390891841,0.640487394970753,0.417981883374201,0.666307930886116,0.639560511715844,"55808",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CYCLINDEPENDENT_KINASE_46_INHIBITORS_IN_BREAST_CANCER","WP_CYCLINDEPENDENT_KINASE_46_INHIBITORS_IN_BREAST_CANCER","1/124","35/7868",0.0285714285714286,1.81290322580645,0.609876011434852,0.427194322289391,0.666307930886116,0.639560511715844,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING","WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING","1/124","35/7868",0.0285714285714286,1.81290322580645,0.609876011434852,0.427194322289391,0.666307930886116,0.639560511715844,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_SMALL_CELL_LUNG_CANCER","WP_SMALL_CELL_LUNG_CANCER","2/124","93/7868",0.021505376344086,1.36455081512314,0.447488722268421,0.432788107993334,0.666307930886116,0.639560511715844,"3915/3912",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_INSULIN_SIGNALING","WP_INSULIN_SIGNALING","3/124","153/7868",0.0196078431372549,1.24414927261227,0.385892137938892,0.435106678020015,0.666307930886116,0.639560511715844,"2887/3480/5583",3,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_G13_SIGNALING","WP_G13_SIGNALING","1/124","36/7868",0.0277777777777778,1.76254480286738,0.580247157983962,0.43626210015689,0.666307930886116,0.639560511715844,"10788",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NEOVASCULARIZATION_PROCESSES","WP_NEOVASCULARIZATION_PROCESSES","1/124","36/7868",0.0277777777777778,1.76254480286738,0.580247157983962,0.43626210015689,0.666307930886116,0.639560511715844,"7852",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_OXIDATIVE_DAMAGE_RESPONSE","WP_OXIDATIVE_DAMAGE_RESPONSE","1/124","36/7868",0.0277777777777778,1.76254480286738,0.580247157983962,0.43626210015689,0.666307930886116,0.639560511715844,"715",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_RENINANGIOTENSINALDOSTERONE_SYSTEM_RAAS","WP_RENINANGIOTENSINALDOSTERONE_SYSTEM_RAAS","1/124","36/7868",0.0277777777777778,1.76254480286738,0.580247157983962,0.43626210015689,0.666307930886116,0.639560511715844,"57118",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING","WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING","2/124","94/7868",0.0212765957446809,1.35003431708991,0.432001274911228,0.438182164718327,0.666307930886116,0.639560511715844,"3480/10397",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING","WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING","1/124","37/7868",0.027027027027027,1.71490845684394,0.551537987444208,0.445187470379125,0.670052570213479,0.643154830998843,"3486",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS","WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS","1/124","37/7868",0.027027027027027,1.71490845684394,0.551537987444208,0.445187470379125,0.670052570213479,0.643154830998843,"2898",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_MIRTARGETED_GENES_IN_MUSCLE_CELL","WP_MIRTARGETED_GENES_IN_MUSCLE_CELL","6/124","341/7868",0.0175953079178886,1.11645066691893,0.278189642952018,0.451288742180587,0.673307253945074,0.646278862841123,"6675/85476/3915/9902/347902/9415",6,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_GENES_CONTROLLING_NEPHROGENESIS","WP_GENES_CONTROLLING_NEPHROGENESIS","1/124","38/7868",0.0263157894736842,1.669779286927,0.523691319844326,0.453972651540278,0.673307253945074,0.646278862841123,"7852",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_SPINAL_CORD_INJURY","WP_SPINAL_CORD_INJURY","2/124","97/7868",0.0206185567010309,1.30828067841703,0.386568501857971,0.45419709672905,0.673307253945074,0.646278862841123,"6585/5320",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_BLADDER_CANCER","WP_BLADDER_CANCER","1/124","39/7868",0.0256410256410256,1.62696443341605,0.496654994560088,0.462619827939896,0.675608164565689,0.648487408628619,"1612",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA","WP_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA","1/124","39/7868",0.0256410256410256,1.62696443341605,0.496654994560088,0.462619827939896,0.675608164565689,0.648487408628619,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING","WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING","1/124","39/7868",0.0256410256410256,1.62696443341605,0.496654994560088,0.462619827939896,0.675608164565689,0.648487408628619,"354",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_GLYCOLYSIS_AND_GLUCONEOGENESIS","WP_GLYCOLYSIS_AND_GLUCONEOGENESIS","1/124","40/7868",0.025,1.58629032258065,0.470381311200542,0.471131150118393,0.680072485266811,0.652772519310516,"2026",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PARKINSONS_DISEASE_PATHWAY","WP_PARKINSONS_DISEASE_PATHWAY","1/124","40/7868",0.025,1.58629032258065,0.470381311200542,0.471131150118393,0.680072485266811,0.652772519310516,"1644",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CAMKK2_PATHWAY","WP_CAMKK2_PATHWAY","2/124","101/7868",0.0198019801980198,1.2564675822421,0.328245860176275,0.475143781578257,0.680072485266811,0.652772519310516,"4094/2194",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION","WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION","2/124","101/7868",0.0198019801980198,1.2564675822421,0.328245860176275,0.475143781578257,0.680072485266811,0.652772519310516,"9455/23025",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PATHWAYS_INTO_METHIONINE_AND_FOLATE_CYCLES","WP_PATHWAYS_INTO_METHIONINE_AND_FOLATE_CYCLES","1/124","41/7868",0.024390243902439,1.54760031471282,0.444826545179219,0.479508735374565,0.680072485266811,0.652772519310516,"27232",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_VITAMIN_A_AND_CAROTENOID_METABOLISM","WP_VITAMIN_A_AND_CAROTENOID_METABOLISM","1/124","41/7868",0.024390243902439,1.54760031471282,0.444826545179219,0.479508735374565,0.680072485266811,0.652772519310516,"220",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_THERMOGENESIS","WP_THERMOGENESIS","2/124","103/7868",0.0194174757281553,1.2320701534607,0.299985260977956,0.485435913941784,0.681072989913042,0.653732860969164,"6604/2181",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER","WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER","1/124","42/7868",0.0238095238095238,1.51075268817204,0.41995052642583,0.487754668275236,0.681072989913042,0.653732860969164,"2194",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_5Q35_COPY_NUMBER_VARIATION","WP_5Q35_COPY_NUMBER_VARIATION","2/124","104/7868",0.0192307692307692,1.22022332506203,0.286068452991753,0.490535488223425,0.681072989913042,0.653732860969164,"3480/7852",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_15Q25_COPY_NUMBER_VARIATION","WP_15Q25_COPY_NUMBER_VARIATION","1/124","43/7868",0.0232558139534884,1.47561890472618,0.395716271708806,0.495871001157152,0.681072989913042,0.653732860969164,"9455",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PERTURBATIONS_TO_HOSTCELL_AUTOPHAGY_INDUCED_BY_SARSCOV2_PROTEINS","WP_PERTURBATIONS_TO_HOSTCELL_AUTOPHAGY_INDUCED_BY_SARSCOV2_PROTEINS","1/124","43/7868",0.0232558139534884,1.47561890472618,0.395716271708806,0.495871001157152,0.681072989913042,0.653732860969164,"64422",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER","WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER","1/124","43/7868",0.0232558139534884,1.47561890472618,0.395716271708806,0.495871001157152,0.681072989913042,0.653732860969164,"7852",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_EFFECT_OF_OMEGA3_PUFA_ON_HUNTINGTONS_DISEASE_PATHWAYS","WP_EFFECT_OF_OMEGA3_PUFA_ON_HUNTINGTONS_DISEASE_PATHWAYS","2/124","106/7868",0.0188679245283019,1.19720024345709,0.258646321213126,0.500640154168462,0.681072989913042,0.653732860969164,"9619/3157",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_8P231_COPY_NUMBER_VARIATION_SYNDROME","WP_8P231_COPY_NUMBER_VARIATION_SYNDROME","1/124","44/7868",0.0227272727272727,1.44208211143695,0.372089662663844,0.503859754621243,0.681072989913042,0.653732860969164,"66036",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY","WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY","1/124","44/7868",0.0227272727272727,1.44208211143695,0.372089662663844,0.503859754621243,0.681072989913042,0.653732860969164,"64422",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_HIPPOMERLIN_SIGNALING_DYSREGULATION","WP_HIPPOMERLIN_SIGNALING_DYSREGULATION","2/124","107/7868",0.0186915887850467,1.18601145613506,0.24513509119916,0.505644696914356,0.681072989913042,0.653732860969164,"3480/25937",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY","WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY","1/124","45/7868",0.0222222222222222,1.41003584229391,0.349039162941188,0.511722918019373,0.681072989913042,0.653732860969164,"25937",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_1P36_COPY_NUMBER_VARIATION_SYNDROME","WP_1P36_COPY_NUMBER_VARIATION_SYNDROME","2/124","109/7868",0.018348623853211,1.16424977804084,0.218498223304008,0.515556950816161,0.681072989913042,0.653732860969164,"5192/2898",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM","WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM","2/124","109/7868",0.018348623853211,1.16424977804084,0.218498223304008,0.515556950816161,0.681072989913042,0.653732860969164,"285025/8997",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_RAS_SIGNALING","WP_RAS_SIGNALING","3/124","173/7868",0.0173410404624277,1.10031698676114,0.168820803788838,0.516184435030387,0.681072989913042,0.653732860969164,"5320/3480/59345",3,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS","WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS","1/124","46/7868",0.0217391304347826,1.37938288920056,0.326535568958057,0.519462449933676,0.681072989913042,0.653732860969164,"25937",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NETRINUNC5B_SIGNALING","WP_NETRINUNC5B_SIGNALING","1/124","46/7868",0.0217391304347826,1.37938288920056,0.326535568958057,0.519462449933676,0.681072989913042,0.653732860969164,"1612",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING","WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING","1/124","46/7868",0.0217391304347826,1.37938288920056,0.326535568958057,0.519462449933676,0.681072989913042,0.653732860969164,"90427",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_COPPER_HOMEOSTASIS","WP_COPPER_HOMEOSTASIS","1/124","47/7868",0.0212765957446809,1.35003431708991,0.304551789622058,0.527080278648611,0.681967904391844,0.654591851137934,"79689",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION","WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION","1/124","47/7868",0.0212765957446809,1.35003431708991,0.304551789622058,0.527080278648611,0.681967904391844,0.654591851137934,"7852",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_SYNAPTIC_VESICLE_PATHWAY","WP_SYNAPTIC_VESICLE_PATHWAY","1/124","47/7868",0.0212765957446809,1.35003431708991,0.304551789622058,0.527080278648611,0.681967904391844,0.654591851137934,"23025",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_TROP2_REGULATORY_SIGNALING","WP_TROP2_REGULATORY_SIGNALING","1/124","48/7868",0.0208333333333333,1.32190860215054,0.283062651114876,0.534578302615824,0.683209898080448,0.6557839878096,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_WNT_SIGNALING_NETPATH","WP_WNT_SIGNALING_NETPATH","1/124","48/7868",0.0208333333333333,1.32190860215054,0.283062651114876,0.534578302615824,0.683209898080448,0.6557839878096,"4920",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ADIPOGENESIS","WP_ADIPOGENESIS","2/124","113/7868",0.0176991150442478,1.12303739651727,0.166693320993482,0.534988089683334,0.683209898080448,0.6557839878096,"25937/6695",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER","WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER","1/124","51/7868",0.0196078431372549,1.24414927261227,0.22133658876559,0.556372092620391,0.704419602244701,0.676142276552452,"10451",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PROXIMAL_TUBULE_TRANSPORT","WP_PROXIMAL_TUBULE_TRANSPORT","1/124","51/7868",0.0196078431372549,1.24414927261227,0.22133658876559,0.556372092620391,0.704419602244701,0.676142276552452,"10257",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CARDIAC_HYPERTROPHIC_RESPONSE","WP_CARDIAC_HYPERTROPHIC_RESPONSE","1/124","52/7868",0.0192307692307692,1.22022332506203,0.201606930544925,0.563409301334101,0.710280956810085,0.681768340345808,"5320",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_TH17_CELL_DIFFERENTIATION_PATHWAY","WP_TH17_CELL_DIFFERENTIATION_PATHWAY","1/124","54/7868",0.0185185185185185,1.17502986857826,0.163307108266803,0.577153214987972,0.724511482644476,0.69542761402806,"9466",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING","WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING","2/124","124/7868",0.0161290322580645,1.02341311134235,0.033252174153371,0.585647268339272,0.73205908542409,0.702672235429368,"2897/2898",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_KIT_RECEPTOR_SIGNALING","WP_KIT_RECEPTOR_SIGNALING","1/124","58/7868",0.0172413793103448,1.09399332591769,0.0909113783956111,0.603366505999076,0.746269074496004,0.716311796750848,"2887",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS","WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS","2/124","129/7868",0.0155038759689922,0.983745936484121,-0.0235530486883706,0.607304587874975,0.746269074496004,0.716311796750848,"5583/59345",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING","WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING","4/124","266/7868",0.0150375939849624,0.954159592529711,-0.0962405509537923,0.608691942833627,0.746269074496004,0.716311796750848,"3915/3480/59345/3912",4,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NOTCH_SIGNALING_WP61","WP_NOTCH_SIGNALING_WP61","1/124","59/7868",0.0169491525423729,1.07545106615637,0.0736082378189161,0.609663887978092,0.746269074496004,0.716311796750848,"84441",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_TAR_SYNDROME","WP_TAR_SYNDROME","1/124","59/7868",0.0169491525423729,1.07545106615637,0.0736082378189161,0.609663887978092,0.746269074496004,0.716311796750848,"7852",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY","WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY","1/124","60/7868",0.0166666666666667,1.05752688172043,0.056599070866621,0.615862079537922,0.750001152632263,0.719894059083243,"5320",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING","WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING","1/124","61/7868",0.0163934426229508,1.04019037546272,0.0398728828540218,0.621962630528867,0.750001152632263,0.719894059083243,"2194",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_FERROPTOSIS","WP_FERROPTOSIS","1/124","61/7868",0.0163934426229508,1.04019037546272,0.0398728828540218,0.621962630528867,0.750001152632263,0.719894059083243,"2181",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NONGENOMIC_ACTIONS_OF_125DIHYDROXYVITAMIN_D3","WP_NONGENOMIC_ACTIONS_OF_125DIHYDROXYVITAMIN_D3","1/124","62/7868",0.0161290322580645,1.02341311134235,0.0234192750496603,0.627967066780234,0.750001152632263,0.719894059083243,"5583",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ONCOSTATIN_M_SIGNALING","WP_ONCOSTATIN_M_SIGNALING","1/124","62/7868",0.0161290322580645,1.02341311134235,0.0234192750496603,0.627967066780234,0.750001152632263,0.719894059083243,"5583",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS","WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS","1/124","62/7868",0.0161290322580645,1.02341311134235,0.0234192750496603,0.627967066780234,0.750001152632263,0.719894059083243,"27232",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING","WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING","1/124","64/7868",0.015625,0.991431451612903,-0.00870906146642473,0.63969358048649,0.760925831627075,0.730380191642045,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PI3KAKT_SIGNALING","WP_PI3KAKT_SIGNALING","4/124","282/7868",0.0141843971631206,0.90002287805994,-0.216347315627436,0.654712273357927,0.775663135102765,0.744525899527721,"3915/3480/59345/3912",4,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM","WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM","1/124","68/7868",0.0147058823529412,0.933111954459203,-0.0700952205624444,0.662057786437288,0.777145776933635,0.745949024068324,"64422",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_REGULATORY_CIRCUITS_OF_STAT3_SIGNALING","WP_REGULATORY_CIRCUITS_OF_STAT3_SIGNALING","1/124","68/7868",0.0147058823529412,0.933111954459203,-0.0700952205624444,0.662057786437288,0.777145776933635,0.745949024068324,"9466",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING","WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING","3/124","215/7868",0.013953488372093,0.885371342835709,-0.215640000237244,0.663866900973817,0.777145776933635,0.745949024068324,"715/116844/3486",3,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA","WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA","1/124","72/7868",0.0138888888888889,0.881272401433692,-0.128060372918913,0.683044348714333,0.793299538861134,0.761454329897039,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NCRNAS_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA","WP_NCRNAS_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA","1/124","72/7868",0.0138888888888889,0.881272401433692,-0.128060372918913,0.683044348714333,0.793299538861134,0.761454329897039,"4920",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ACUTE_VIRAL_MYOCARDITIS","WP_ACUTE_VIRAL_MYOCARDITIS","1/124","74/7868",0.0135135135135135,0.85745422842197,-0.155891610509028,0.693047534164709,0.798628994447614,0.766569846588432,"7852",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_TCELL_RECEPTOR_SIGNALING","WP_TCELL_RECEPTOR_SIGNALING","1/124","74/7868",0.0135135135135135,0.85745422842197,-0.155891610509028,0.693047534164709,0.798628994447614,0.766569846588432,"10451",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_POLYCYSTIC_KIDNEY_DISEASE_PATHWAY","WP_POLYCYSTIC_KIDNEY_DISEASE_PATHWAY","1/124","75/7868",0.0133333333333333,0.846021505376344,-0.16953958217197,0.697931047862884,0.80112707828619,0.768967650522694,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME","WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME","1/124","79/7868",0.0126582278481013,0.803184973458554,-0.222466023670827,0.716706293190081,0.813947704254158,0.781273621567774,"80725",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE","WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE","1/124","79/7868",0.0126582278481013,0.803184973458554,-0.222466023670827,0.716706293190081,0.813947704254158,0.781273621567774,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_EGFEGFR_SIGNALING","WP_EGFEGFR_SIGNALING","2/124","159/7868",0.0125786163522013,0.798133495638061,-0.325384265019105,0.719466378517817,0.813947704254158,0.781273621567774,"2887/10451",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II","WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II","2/124","160/7868",0.0125,0.793145161290323,-0.334493411674046,0.722698713266857,0.813947704254158,0.781273621567774,"7367/90161",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_APOPTOSIS","WP_APOPTOSIS","1/124","81/7868",0.0123456790123457,0.783353245718837,-0.247994674394121,0.725655071928283,0.813947704254158,0.781273621567774,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
