"Pathway","Gene","Contrast","Database","p.adjust"
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","79993","Enza_vs_Control_DHT","Reactome",0.000104370949580161
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","31","Enza_vs_Control_DHT","Reactome",0.000104370949580161
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","2181","Enza_vs_Control_DHT","Reactome",0.000104370949580161
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","2194","Enza_vs_Control_DHT","Reactome",0.000104370949580161
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","2180","Enza_vs_Control_DHT","Reactome",0.000104370949580161
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","6319","Enza_vs_Control_DHT","Reactome",0.000104370949580161
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","79966","Enza_vs_Control_DHT","Reactome",0.000104370949580161
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","9200","Enza_vs_Control_DHT","Reactome",0.000104370949580161
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","403313","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","10682","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","1718","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","3157","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","1717","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","3156","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","2222","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","3915","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","27232","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","8671","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","85301","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","168620","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","1290","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","64714","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","3912","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","7852","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","284217","Enza_vs_Control_DHT","Reactome",0.000985888253909265
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","6604","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","31","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","2194","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","6319","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","3157","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","1717","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","3156","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","2222","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","6604","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","31","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","2194","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","6319","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","3157","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","1717","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","3156","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","2222","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","3638","Enza_vs_Control_DHT","Reactome",0.00151008636083102
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","3915","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","27232","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","8671","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","85301","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","168620","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","9429","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","1290","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","64714","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","3912","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","7852","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES","284217","Enza_vs_Control_DHT","Reactome",0.00204106541413063
"REACTOME_FATTY_ACID_METABOLISM","60481","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","79993","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","31","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","2181","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","3248","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","2194","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","1622","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","2180","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","6319","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","8644","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","9415","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","79966","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","9200","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_FATTY_ACID_METABOLISM","242","Enza_vs_Control_DHT","Reactome",0.0105220836525215
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","60481","Enza_vs_Control_DHT","Reactome",0.023123319948187
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","79993","Enza_vs_Control_DHT","Reactome",0.023123319948187
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","2181","Enza_vs_Control_DHT","Reactome",0.023123319948187
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","2180","Enza_vs_Control_DHT","Reactome",0.023123319948187
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","9200","Enza_vs_Control_DHT","Reactome",0.023123319948187
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS","3915","Enza_vs_Control_DHT","Reactome",0.0373150512899461
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS","8671","Enza_vs_Control_DHT","Reactome",0.0373150512899461
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS","85301","Enza_vs_Control_DHT","Reactome",0.0373150512899461
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS","1290","Enza_vs_Control_DHT","Reactome",0.0373150512899461
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS","3912","Enza_vs_Control_DHT","Reactome",0.0373150512899461
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS","284217","Enza_vs_Control_DHT","Reactome",0.0373150512899461
"REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION","3915","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION","3156","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION","25937","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION","79966","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION","3912","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING","3915","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING","85301","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING","1290","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING","3912","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING","284217","Enza_vs_Control_DHT","Reactome",0.0381406680827318
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","59345","Enza_vs_Control_DHT","Reactome",0.0419396357574721
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","2897","Enza_vs_Control_DHT","Reactome",0.0419396357574721
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","2898","Enza_vs_Control_DHT","Reactome",0.0419396357574721
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","51764","Enza_vs_Control_DHT","Reactome",0.0419396357574721
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","83988","Enza_vs_Control_DHT","Reactome",0.0419396357574721
"REACTOME_NEURONAL_SYSTEM","1135","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","9455","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","113457","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","8495","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","59345","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","2897","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","590","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","3781","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","2898","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","112714","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","2550","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","6833","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","51764","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","10611","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","22865","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","113","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","57554","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","83988","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","9256","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_NEURONAL_SYSTEM","27092","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_LINOLEIC_ACID_LA_METABOLISM","60481","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_LINOLEIC_ACID_LA_METABOLISM","2180","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"REACTOME_LINOLEIC_ACID_LA_METABOLISM","9415","Enza_vs_Control_DHT","Reactome",0.0449408114299917
"HALLMARK_ANDROGEN_RESPONSE","6652","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","22936","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","27347","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","7163","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","60481","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","6675","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","6611","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","6414","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","10257","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","55839","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","2289","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","9455","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","4094","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","563","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","2181","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","56937","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","3248","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","8611","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","11099","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","7113","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","1622","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","3817","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","445347","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","220","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","11057","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","79689","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","1718","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","65986","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","6319","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","3157","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","4824","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","10788","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","56172","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","10397","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","3156","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","8916","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","10611","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","3638","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","354","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","51171","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","9590","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_ANDROGEN_RESPONSE","8821","Enza_vs_Control_DHT","Hallmark",1.95166226967761e-33
"HALLMARK_MTORC1_SIGNALING","6652","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","60481","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","10096","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","31","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","3949","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","2181","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","10682","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","1718","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","6319","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","3157","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","6510","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","51377","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","1717","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","3156","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","30001","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","3638","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","9415","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","112399","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_MTORC1_SIGNALING","7852","Enza_vs_Control_DHT","Hallmark",0.00325184155933185
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","3949","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","2194","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","5833","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","10682","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","6319","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","3157","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","1717","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","3156","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","2222","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","9415","Enza_vs_Control_DHT","Hallmark",0.00427254027094687
"HALLMARK_UV_RESPONSE_DN","3915","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","6383","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","3949","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","3480","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","11099","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","8997","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","5797","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","657","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","10611","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","3638","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","1290","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","8821","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","5999","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_UV_RESPONSE_DN","6591","Enza_vs_Control_DHT","Hallmark",0.00598586869015651
"HALLMARK_ESTROGEN_RESPONSE_EARLY","60481","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","2289","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","3480","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","2194","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","11057","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","9687","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","84187","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","1717","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","23052","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","2444","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","2222","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","5979","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","65055","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","4681","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","7052","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"HALLMARK_ESTROGEN_RESPONSE_EARLY","10202","Enza_vs_Control_DHT","Hallmark",0.0217364345608854
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","85414","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","11057","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","116285","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
