"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Database","Contrast"
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","2/215","46/7119",0.0434782608695652,1.43963599595551,0.527859280008989,0.406916846490298,0.997356409857914,0.980880679691225,"4094/3108",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","3/215","77/7119",0.038961038961039,1.29006342494715,0.451583591544461,0.412443842461196,0.997356409857914,0.980880679691225,"10096/1496/29119",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","3/215","77/7119",0.038961038961039,1.29006342494715,0.451583591544461,0.412443842461196,0.997356409857914,0.980880679691225,"3915/3912/284217",3,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","4/215","109/7119",0.036697247706422,1.2151056112652,0.399350111483395,0.419303009228615,0.997356409857914,0.980880679691225,"3486/113/6755/775",4,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","1/215","18/7119",0.0555555555555556,1.83953488372093,0.629307739599886,0.424585150894603,0.997356409857914,0.980880679691225,"116285",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","4/215","110/7119",0.0363636363636364,1.20405919661734,0.380603094955987,0.42612634755472,0.997356409857914,0.980880679691225,"2289/9687/2550/113",4,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","2/215","48/7119",0.0416666666666667,1.3796511627907,0.465706998979577,0.428012688674023,0.997356409857914,0.980880679691225,"5320/8611",2,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","7/215","206/7119",0.0339805825242718,1.12515240460601,0.321652817913086,0.43019235824115,0.997356409857914,0.980880679691225,"57118/5979/113/8913/148/775/7852",7,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","3/215","80/7119",0.0375,1.24168604651163,0.383609115853694,0.436717614269528,0.997356409857914,0.980880679691225,"3915/3912/284217",3,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","3/215","80/7119",0.0375,1.24168604651163,0.383609115853694,0.436717614269528,0.997356409857914,0.980880679691225,"113457/112714/113",3,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","1/215","19/7119",0.0526315789473684,1.74271725826193,0.572030218987642,0.44200723124352,0.997356409857914,0.980880679691225,"6675",1,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cell motility","hsa04814","Motor proteins","6/215","178/7119",0.0337078651685393,1.11612228899922,0.276861391572689,0.451432348424003,0.997356409857914,0.980880679691225,"113457/4643/112714/4430/22989/55567",6,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","4/215","114/7119",0.0350877192982456,1.16181150550796,0.307330445083619,0.453204470066998,0.997356409857914,0.980880679691225,"59345/1644/51764/775",4,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","7/215","212/7119",0.0330188679245283,1.09330846862659,0.243384039420199,0.459957901435106,0.997356409857914,0.980880679691225,"59345/5320/3480/51764/51365/100271927/2113",7,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","4/215","116/7119",0.0344827586206897,1.14178027265437,0.271675558835892,0.466591956180379,0.997356409857914,0.980880679691225,"59345/51764/113/775",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","3/215","84/7119",0.0357142857142857,1.18255813953488,0.297000119288551,0.468481220641319,0.997356409857914,0.980880679691225,"775/27092/284217",3,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","1/215","21/7119",0.0476190476190476,1.57674418604651,0.467060032863179,0.475291798973402,0.997356409857914,0.980880679691225,"2746",1,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","1/215","21/7119",0.0476190476190476,1.57674418604651,0.467060032863179,0.475291798973402,0.997356409857914,0.980880679691225,"55790",1,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","1/215","22/7119",0.0454545454545455,1.50507399577167,0.418674757308978,0.491185327181449,0.997356409857914,0.980880679691225,"8644",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","3/215","89/7119",0.0337078651685393,1.11612228899922,0.194527389754284,0.507027158065633,0.997356409857914,0.980880679691225,"3105/10451/7462",3,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","3/215","90/7119",0.0333333333333333,1.10372093023256,0.174738545600482,0.51456371284284,0.997356409857914,0.980880679691225,"51764/83988/81285",3,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","2/215","57/7119",0.0350877192982456,1.16181150550796,0.216436648486219,0.517662083873563,0.997356409857914,0.980880679691225,"3480/113",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","2/215","57/7119",0.0350877192982456,1.16181150550796,0.216436648486219,0.517662083873563,0.997356409857914,0.980880679691225,"3108/3105",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","2/215","57/7119",0.0350877192982456,1.16181150550796,0.216436648486219,0.517662083873563,0.997356409857914,0.980880679691225,"1644/775",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","3/215","91/7119",0.032967032967033,1.09159212880143,0.155171087295409,0.522039078620429,0.997356409857914,0.980880679691225,"10096/8611/10451",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","3/215","91/7119",0.032967032967033,1.09159212880143,0.155171087295409,0.522039078620429,0.997356409857914,0.980880679691225,"3915/3912/284217",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","6/215","192/7119",0.03125,1.03473837209302,0.0861063764811624,0.525247173761564,0.997356409857914,0.980880679691225,"59345/51764/5734/113/3105/7852",6,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","2/215","58/7119",0.0344827586206897,1.14178027265437,0.191313020568203,0.527038766200358,0.997356409857914,0.980880679691225,"57007/7852",2,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","2/215","59/7119",0.0338983050847458,1.12242806464328,0.166629722056959,0.536292135196067,0.997356409857914,0.980880679691225,"2026/126",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","2/215","59/7119",0.0338983050847458,1.12242806464328,0.166629722056959,0.536292135196067,0.997356409857914,0.980880679691225,"1496/29119",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","3/215","94/7119",0.0319148936170213,1.05675408213756,0.0977430073714907,0.544084584287534,0.997356409857914,0.980880679691225,"3480/8647/113",3,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","4/215","128/7119",0.03125,1.03473837209302,0.0699830114768918,0.544098553892497,0.997356409857914,0.980880679691225,"113/148/775/27092",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Substance dependence","hsa05034","Alcoholism","5/215","162/7119",0.0308641975308642,1.02196382428941,0.0499002012003391,0.544715079759934,0.997356409857914,0.980880679691225,"59345/1644/8970/51764/8332",5,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","2/215","60/7119",0.0333333333333333,1.10372093023256,0.142369928790171,0.545421057813297,0.997356409857914,0.980880679691225,"51166/51268",2,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","2/215","60/7119",0.0333333333333333,1.10372093023256,0.142369928790171,0.545421057813297,0.997356409857914,0.980880679691225,"7367/126",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","1/215","26/7119",0.0384615384615385,1.27352415026834,0.246555787883152,0.550108689995088,0.997356409857914,0.980880679691225,"2150",1,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","6/215","198/7119",0.0303030303030303,1.00338266384778,0.00851833749732914,0.555686489534043,0.997356409857914,0.980880679691225,"57007/9466/657/269/8718/7852",6,"KEGG","Enza_vs_Control_DHT"
NA,NA,"hsa04517","IgSF CAM signaling","8/215","267/7119",0.0299625468164794,0.992108701332637,-0.0231922703394319,0.560932662194509,0.997356409857914,0.980880679691225,"10096/113457/6585/112714/4133/22865/10451/6900",8,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","1/215","27/7119",0.037037037037037,1.22635658914729,0.207940215731054,0.563745604086594,0.997356409857914,0.980880679691225,"5320",1,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","3/215","100/7119",0.03,0.993348837209302,-0.0118197362809463,0.586361581310894,0.997356409857914,0.980880679691225,"2026/3480/112399",3,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","4/215","136/7119",0.0294117647058824,0.973871409028728,-0.0542890514821721,0.592445448985057,0.997356409857914,0.980880679691225,"57118/113/775/27092",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","2/215","66/7119",0.0303030303030303,1.00338266384778,0.00487182520773503,0.597539230654372,0.997356409857914,0.980880679691225,"6510/5979",2,"KEGG","Enza_vs_Control_DHT"
NA,NA,"hsa04382","Cornified envelope formation","4/215","137/7119",0.0291970802919708,0.966762858597861,-0.0693173348711091,0.598275082763302,0.997356409857914,0.980880679691225,"9073/147409/5317/242",4,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","3/215","102/7119",0.0294117647058824,0.973871409028728,-0.0469016550629462,0.599889949209882,0.997356409857914,0.980880679691225,"3480/113/9088",3,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","1/215","30/7119",0.0333333333333333,1.10372093023256,0.100457501552642,0.602236467848097,0.997356409857914,0.980880679691225,"31",1,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","1/215","30/7119",0.0333333333333333,1.10372093023256,0.100457501552642,0.602236467848097,0.997356409857914,0.980880679691225,"51166",1,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","1/215","31/7119",0.032258064516129,1.06811702925731,0.0670691067084266,0.614300110027905,0.997356409857914,0.980880679691225,"64422",1,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","7/215","245/7119",0.0285714285714286,0.946046511627907,-0.151651125568212,0.614325502481414,0.997356409857914,0.980880679691225,"10096/3949/3480/2868/3105/155382/7852",7,"KEGG","Enza_vs_Control_DHT"
NA,NA,"hsa04518","Integrin signaling","4/215","141/7119",0.0283687943262411,0.93933696190005,-0.128385524853324,0.621092411209272,0.997356409857914,0.980880679691225,"3915/3480/3912/284217",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","2/215","69/7119",0.0289855072463768,0.959757330637007,-0.0592740494032498,0.621875983732973,0.997356409857914,0.980880679691225,"112399/2113",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","3/215","106/7119",0.0283018867924528,0.937121544537078,-0.115093476587075,0.626069641108789,0.997356409857914,0.980880679691225,"27347/860/113",3,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","4/215","143/7119",0.027972027972028,0.926199382013335,-0.157315897283762,0.632193724410956,0.997356409857914,0.980880679691225,"4880/113/148/775",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","1/215","33/7119",0.0303030303030303,1.00338266384778,0.00343686970788262,0.637345669270527,0.997356409857914,0.980880679691225,"6383",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","2/215","71/7119",0.028169014084507,0.932721912872584,-0.10053509486427,0.637463383441909,0.997356409857914,0.980880679691225,"775/27092",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","2/215","73/7119",0.0273972602739726,0.907167887862377,-0.140681235195008,0.652544778379491,0.997356409857914,0.980880679691225,"113/148",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05214","Glioma","2/215","73/7119",0.0273972602739726,0.907167887862377,-0.140681235195008,0.652544778379491,0.997356409857914,0.980880679691225,"3480/57118",2,"KEGG","Enza_vs_Control_DHT"
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","3/215","111/7119",0.027027027027027,0.894908862350723,-0.196914803639289,0.657117402764577,0.997356409857914,0.980880679691225,"6604/51377/8332",3,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","4/215","148/7119",0.027027027027027,0.894908862350723,-0.227980257695616,0.659026457187899,0.997356409857914,0.980880679691225,"4671/84168/79792/2633",4,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","4/215","149/7119",0.0268456375838926,0.888902762603403,-0.241839833556269,0.66423292587692,0.997356409857914,0.980880679691225,"2887/3480/23175/7855",4,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","2/215","75/7119",0.0266666666666667,0.882976744186047,-0.179779829967543,0.667124917179569,0.997356409857914,0.980880679691225,"23007/8821",2,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","2/215","75/7119",0.0266666666666667,0.882976744186047,-0.179779829967543,0.667124917179569,0.997356409857914,0.980880679691225,"3614/7367",2,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","2/215","75/7119",0.0266666666666667,0.882976744186047,-0.179779829967543,0.667124917179569,0.997356409857914,0.980880679691225,"3486/9540",2,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","1/215","36/7119",0.0277777777777778,0.919767441860465,-0.0851610680301988,0.669369042403727,0.997356409857914,0.980880679691225,"6675",1,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","1/215","37/7119",0.027027027027027,0.894908862350723,-0.113093286456177,0.679405136697557,0.997356409857914,0.980880679691225,"6675",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","1/215","37/7119",0.027027027027027,0.894908862350723,-0.113093286456177,0.679405136697557,0.997356409857914,0.980880679691225,"5979",1,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","4/215","153/7119",0.0261437908496732,0.865663474692203,-0.29641209547756,0.684518594480903,0.997356409857914,0.980880679691225,"7855/4920/4163/85409",4,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","3/215","116/7119",0.0258620689655172,0.856335204490778,-0.275286631026301,0.686280348016422,0.997356409857914,0.980880679691225,"59345/51764/113",3,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","5/215","191/7119",0.0261780104712042,0.866796542067454,-0.329288128442203,0.690104663961651,0.997356409857914,0.980880679691225,"3915/3480/10451/3912/284217",5,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","4/215","155/7119",0.0258064516129032,0.854493623405851,-0.32319625837614,0.694335638301539,0.997356409857914,0.980880679691225,"10096/113457/112714/9073",4,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","1/215","40/7119",0.025,0.827790697674419,-0.192729625368806,0.707730044668309,0.997356409857914,0.980880679691225,"398",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","1/215","40/7119",0.025,0.827790697674419,-0.192729625368806,0.707730044668309,0.997356409857914,0.980880679691225,"1612",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","1/215","42/7119",0.0238095238095238,0.788372093023256,-0.242728523755723,0.72521502873453,0.997356409857914,0.980880679691225,"1644",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","2/215","84/7119",0.0238095238095238,0.788372093023256,-0.344293131914116,0.726715860075098,0.997356409857914,0.980880679691225,"3480/113",2,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","3/215","124/7119",0.0241935483870968,0.801087771942986,-0.394299562908039,0.729037369679599,0.997356409857914,0.980880679691225,"9455/3480/10769",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","4/215","163/7119",0.0245398773006135,0.812555286060779,-0.427203737451489,0.731426236581106,0.997356409857914,0.980880679691225,"64422/59345/51764/3105",4,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","2/215","85/7119",0.0235294117647059,0.779097127222982,-0.361540933539371,0.732749981071552,0.997356409857914,0.980880679691225,"113/775",2,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","1/215","43/7119",0.0232558139534884,0.770037858301785,-0.266897490771873,0.733563024894212,0.997356409857914,0.980880679691225,"7367",1,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","3/215","126/7119",0.0238095238095238,0.788372093023256,-0.422935631956862,0.738987558965391,0.997356409857914,0.980880679691225,"3480/113/9088",3,"KEGG","Enza_vs_Control_DHT"
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","1/215","44/7119",0.0227272727272727,0.752536997885835,-0.290550230210611,0.741658551978405,0.997356409857914,0.980880679691225,"79661",1,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","3/215","127/7119",0.0236220472440945,0.782164438747482,-0.437096933922773,0.7438537292179,0.997356409857914,0.980880679691225,"59345/51764/113",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","3/215","127/7119",0.0236220472440945,0.782164438747482,-0.437096933922773,0.7438537292179,0.997356409857914,0.980880679691225,"6383/4880/657",3,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","2/215","87/7119",0.0229885057471264,0.761186848436247,-0.395481584646106,0.744480323590067,0.997356409857914,0.980880679691225,"3108/9466",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","2/215","87/7119",0.0229885057471264,0.761186848436247,-0.395481584646106,0.744480323590067,0.997356409857914,0.980880679691225,"7855/113",2,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","1/215","45/7119",0.0222222222222222,0.735813953488372,-0.313712219513219,0.749509210822877,0.997356409857914,0.980880679691225,"51809",1,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","3/215","130/7119",0.0230769230769231,0.764114490161002,-0.47897544532081,0.758021805326893,0.997356409857914,0.980880679691225,"4864/58511/55353",3,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","3/215","131/7119",0.0229007633587786,0.758281555121605,-0.492738868195936,0.76260260441189,0.997356409857914,0.980880679691225,"3480/7855/657",3,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","3/215","132/7119",0.0227272727272727,0.752536997885835,-0.506407001702618,0.76711329804016,0.997356409857914,0.980880679691225,"113457/112714/8739",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","3/215","132/7119",0.0227272727272727,0.752536997885835,-0.506407001702618,0.76711329804016,0.997356409857914,0.980880679691225,"7855/1496/29119",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","1/215","48/7119",0.0208333333333333,0.689825581395349,-0.380481904985612,0.771664610015589,0.997356409857914,0.980880679691225,"30001",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","1/215","48/7119",0.0208333333333333,0.689825581395349,-0.380481904985612,0.771664610015589,0.997356409857914,0.980880679691225,"4671",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","5/215","212/7119",0.0235849056603774,0.780934620447565,-0.571405980157697,0.773682701039534,0.997356409857914,0.980880679691225,"6604/2181/2180/113/126129",5,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","1/215","49/7119",0.0204081632653061,0.675747508305648,-0.401901369084498,0.77860734921042,0.997356409857914,0.980880679691225,"3817",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","1/215","50/7119",0.02,0.662232558139535,-0.422933052071787,0.785339940429622,0.997356409857914,0.980880679691225,"113",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","2/215","95/7119",0.0210526315789474,0.697086903304774,-0.524487850522345,0.787092593458149,0.997356409857914,0.980880679691225,"31/126129",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","4/215","177/7119",0.0225988700564972,0.748285376428853,-0.598412429972174,0.788085544926996,0.997356409857914,0.980880679691225,"6585/10512/7220/7852",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","4/215","180/7119",0.0222222222222222,0.735813953488372,-0.633498389349194,0.798907197136167,0.997356409857914,0.980880679691225,"3949/9619/30001/10451",4,"KEGG","Enza_vs_Control_DHT"
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","3/215","140/7119",0.0214285714285714,0.70953488372093,-0.612504426872318,0.80074202122046,0.997356409857914,0.980880679691225,"26232/8916/90293",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","7/215","298/7119",0.023489932885906,0.777789917277977,-0.691505595641064,0.803183706748146,0.997356409857914,0.980880679691225,"3915/7855/5734/3105/3912/84441/284217",7,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04730","Long-term depression","1/215","53/7119",0.0188679245283019,0.624747696358052,-0.483862890736061,0.804339203134399,0.997356409857914,0.980880679691225,"3480",1,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","7/215","300/7119",0.0233333333333333,0.772604651162791,-0.710116640708219,0.808662471584333,0.997356409857914,0.980880679691225,"3915/59345/3480/51764/5979/3912/284217",7,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","4/215","183/7119",0.0218579234972678,0.723751429660694,-0.668065234685948,0.809281542364311,0.997356409857914,0.980880679691225,"6383/3480/7855/10451",4,"KEGG","Enza_vs_Control_DHT"
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","1/215","54/7119",0.0185185185185185,0.613178294573643,-0.503499985730514,0.810292652232347,0.997356409857914,0.980880679691225,"91442",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","4/215","188/7119",0.0212765957446809,0.704502721425037,-0.7245732409841,0.825604984980713,0.997356409857914,0.980880679691225,"59345/51764/3105/7852",4,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","1/215","58/7119",0.0172413793103448,0.570890136327185,-0.57902487164053,0.832356703016713,0.997356409857914,0.980880679691225,"775",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","1/215","58/7119",0.0172413793103448,0.570890136327185,-0.57902487164053,0.832356703016713,0.997356409857914,0.980880679691225,"7367",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","1/215","58/7119",0.0172413793103448,0.570890136327185,-0.57902487164053,0.832356703016713,0.997356409857914,0.980880679691225,"7855",1,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","3/215","151/7119",0.0198675496688742,0.657846912059141,-0.749898866165149,0.840282850516047,0.997356409857914,0.980880679691225,"3486/3105/2113",3,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","6/215","274/7119",0.0218978102189781,0.725072143948396,-0.818945745352954,0.842023694938673,0.997356409857914,0.980880679691225,"51347/3480/5979/8913/775/27092",6,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","2/215","109/7119",0.018348623853211,0.607552805632601,-0.728590155785118,0.846815300563827,0.997356409857914,0.980880679691225,"2026/2746",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","1/215","61/7119",0.0163934426229508,0.54281357224552,-0.63279822192089,0.847210873838853,0.997356409857914,0.980880679691225,"113",1,"KEGG","Enza_vs_Control_DHT"
